Zustand Uhrzeit: 10:00:00: STR 30 | EIN 0 | BAU 0 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:30:08: STR 18 | EIN 1 | BAU 0 | PAR 5 [STA 19] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:26:58: STR 18 | EIN 1 | BAU 0 | PAR 5 [STA 19] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:26:59: STR 18 | EIN 1 | BAU 1 | PAR 5 [STA 19] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:27:00: STR 18 | EIN 1 | BAU 2 | PAR 5 [STA 19] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:30:19: STR 18 | EIN 1 | BAU 1 | PAR 5 [STA 19] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:30:20: STR 18 | EIN 1 | BAU 0 | PAR 5 [STA 19] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:31:06: STR 17 | EIN 2 | BAU 0 | PAR 5 [STA 19] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:33:57: STR 16 | EIN 3 | BAU 0 | PAR 5 [STA 19] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:35:06: STR 16 | EIN 3 | BAU 0 | PAR 4 [STA 19] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:26:14: STR 16 | EIN 3 | BAU 1 | PAR 3 [STA 19] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:26:15: STR 16 | EIN 3 | BAU 2 | PAR 3 [STA 19] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:26:16: STR 16 | EIN 3 | BAU 3 | PAR 3 [STA 19] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:26:55: STR 16 | EIN 3 | BAU 3 | PAR 2 [STA 19] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:29:34: STR 16 | EIN 3 | BAU 3 | PAR 2 [STA 19] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:29:35: STR 16 | EIN 3 | BAU 3 | PAR 2 [STA 19] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:29:36: STR 16 | EIN 3 | BAU 2 | PAR 2 [STA 19] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:32:54: STR 16 | EIN 3 | BAU 1 | PAR 2 [STA 19] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:32:55: STR 16 | EIN 3 | BAU 0 | PAR 2 [STA 19] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:33:04: STR 16 | EIN 3 | BAU 0 | PAR 2 [STA 19] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:33:05: STR 16 | EIN 2 | BAU 1 | PAR 2 [STA 19] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:33:06: STR 16 | EIN 1 | BAU 2 | PAR 2 [STA 19] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:33:07: STR 16 | EIN 0 | BAU 3 | PAR 2 [STA 19] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:34:58: STR 16 | EIN 0 | BAU 3 | PAR 1 [STA 19] | AUS 1 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:32:25: STR 16 | EIN 0 | BAU 3 | PAR 0 [STA 19] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:35:08: STR 15 | EIN 1 | BAU 3 | PAR 0 [STA 19] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:36:25: STR 15 | EIN 1 | BAU 2 | PAR 1 [STA 18] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:36:26: STR 15 | EIN 1 | BAU 1 | PAR 2 [STA 17] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:36:27: STR 15 | EIN 1 | BAU 0 | PAR 3 [STA 16] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:35:08: STR 15 | EIN 1 | BAU 0 | PAR 3 [STA 16] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:35:09: STR 15 | EIN 1 | BAU 1 | PAR 3 [STA 16] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:35:10: STR 15 | EIN 1 | BAU 2 | PAR 3 [STA 16] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:36:49: STR 14 | EIN 2 | BAU 2 | PAR 3 [STA 16] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:37:47: STR 13 | EIN 3 | BAU 2 | PAR 3 [STA 16] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:38:29: STR 13 | EIN 3 | BAU 1 | PAR 3 [STA 16] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:38:30: STR 13 | EIN 3 | BAU 0 | PAR 3 [STA 16] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:38:40: STR 13 | EIN 3 | BAU 0 | PAR 3 [STA 16] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:38:41: STR 13 | EIN 2 | BAU 1 | PAR 3 [STA 16] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:38:42: STR 13 | EIN 1 | BAU 2 | PAR 3 [STA 16] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:38:43: STR 13 | EIN 0 | BAU 3 | PAR 3 [STA 16] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:39:32: STR 12 | EIN 1 | BAU 3 | PAR 3 [STA 16] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:39:37: STR 11 | EIN 2 | BAU 3 | PAR 3 [STA 16] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:41:39: STR 10 | EIN 3 | BAU 3 | PAR 3 [STA 16] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:42:01: STR 10 | EIN 3 | BAU 2 | PAR 4 [STA 15] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:42:02: STR 10 | EIN 3 | BAU 1 | PAR 5 [STA 14] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:42:03: STR 10 | EIN 3 | BAU 0 | PAR 5 [STA 13] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:38:53: STR 10 | EIN 3 | BAU 0 | PAR 5 [STA 13] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:42:32: STR 9 | EIN 4 | BAU 0 | PAR 5 [STA 13] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:43:05: STR 8 | EIN 5 | BAU 0 | PAR 5 [STA 13] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:43:38: STR 8 | EIN 5 | BAU 0 | PAR 4 [STA 13] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:43:39: STR 8 | EIN 5 | BAU 1 | PAR 4 [STA 13] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:44:24: STR 7 | EIN 6 | BAU 1 | PAR 4 [STA 13] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:44:24: STR 6 | EIN 7 | BAU 1 | PAR 4 [STA 13] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:46:59: STR 6 | EIN 7 | BAU 0 | PAR 4 [STA 13] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:43:49: STR 6 | EIN 7 | BAU 0 | PAR 4 [STA 13] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:43:50: STR 6 | EIN 6 | BAU 1 | PAR 4 [STA 13] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:43:51: STR 6 | EIN 5 | BAU 2 | PAR 4 [STA 13] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:47:10: STR 6 | EIN 5 | BAU 1 | PAR 5 [STA 12] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:47:11: STR 6 | EIN 5 | BAU 0 | PAR 5 [STA 11] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:44:01: STR 6 | EIN 5 | BAU 0 | PAR 5 [STA 11] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:48:53: STR 5 | EIN 6 | BAU 0 | PAR 5 [STA 11] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:51:48: STR 4 | EIN 7 | BAU 0 | PAR 5 [STA 11] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:53:51: STR 3 | EIN 8 | BAU 0 | PAR 5 [STA 11] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:53:51: STR 2 | EIN 9 | BAU 0 | PAR 5 [STA 11] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:57:16: STR 2 | EIN 9 | BAU 0 | PAR 4 [STA 11] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:57:17: STR 2 | EIN 9 | BAU 1 | PAR 4 [STA 11] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:58:25: STR 1 | EIN 10 | BAU 1 | PAR 4 [STA 11] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:00:37: STR 1 | EIN 10 | BAU 0 | PAR 4 [STA 11] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:57:27: STR 1 | EIN 10 | BAU 0 | PAR 4 [STA 11] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:57:28: STR 1 | EIN 9 | BAU 1 | PAR 4 [STA 11] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:57:29: STR 1 | EIN 8 | BAU 2 | PAR 4 [STA 11] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:59:33: STR 0 | EIN 9 | BAU 2 | PAR 4 [STA 11] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:00:48: STR 0 | EIN 9 | BAU 1 | PAR 5 [STA 10] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:00:49: STR 0 | EIN 9 | BAU 0 | PAR 5 [STA 9] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:57:39: STR 0 | EIN 9 | BAU 0 | PAR 5 [STA 9] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:16: STR 0 | EIN 9 | BAU 0 | PAR 4 [STA 9] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:17: STR 0 | EIN 9 | BAU 1 | PAR 4 [STA 9] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:08:37: STR 0 | EIN 9 | BAU 0 | PAR 4 [STA 9] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:05:27: STR 0 | EIN 9 | BAU 0 | PAR 4 [STA 9] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:05:28: STR 0 | EIN 8 | BAU 1 | PAR 4 [STA 9] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:05:29: STR 0 | EIN 7 | BAU 2 | PAR 4 [STA 9] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:08:48: STR 0 | EIN 7 | BAU 1 | PAR 5 [STA 8] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:08:49: STR 0 | EIN 7 | BAU 0 | PAR 5 [STA 7] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:05:39: STR 0 | EIN 7 | BAU 0 | PAR 5 [STA 7] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:10:57: STR 0 | EIN 7 | BAU 0 | PAR 4 [STA 7] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:56:46: STR 0 | EIN 7 | BAU 1 | PAR 3 [STA 7] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:56:47: STR 0 | EIN 7 | BAU 2 | PAR 3 [STA 7] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:56:48: STR 0 | EIN 7 | BAU 3 | PAR 3 [STA 7] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:00:06: STR 0 | EIN 7 | BAU 2 | PAR 3 [STA 7] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:00:07: STR 0 | EIN 7 | BAU 1 | PAR 3 [STA 7] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:00:08: STR 0 | EIN 7 | BAU 0 | PAR 3 [STA 7] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:02:02: STR 0 | EIN 7 | BAU 0 | PAR 2 [STA 7] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:02:03: STR 0 | EIN 7 | BAU 1 | PAR 2 [STA 7] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:00: STR 0 | EIN 7 | BAU 1 | PAR 1 [STA 7] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:23: STR 0 | EIN 7 | BAU 1 | PAR 1 [STA 7] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:24: STR 0 | EIN 7 | BAU 2 | PAR 1 [STA 7] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:08:43: STR 0 | EIN 7 | BAU 1 | PAR 1 [STA 7] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:08:44: STR 0 | EIN 7 | BAU 0 | PAR 1 [STA 7] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:08:53: STR 0 | EIN 7 | BAU 0 | PAR 1 [STA 7] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:08:54: STR 0 | EIN 6 | BAU 1 | PAR 1 [STA 7] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:08:55: STR 0 | EIN 5 | BAU 2 | PAR 1 [STA 7] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:08:56: STR 0 | EIN 4 | BAU 3 | PAR 1 [STA 7] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:08:57: STR 0 | EIN 3 | BAU 4 | PAR 1 [STA 7] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:08:58: STR 0 | EIN 2 | BAU 5 | PAR 1 [STA 7] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:12:14: STR 0 | EIN 2 | BAU 4 | PAR 2 [STA 6] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:12:15: STR 0 | EIN 2 | BAU 3 | PAR 3 [STA 5] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:12:16: STR 0 | EIN 2 | BAU 2 | PAR 4 [STA 4] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:12:17: STR 0 | EIN 2 | BAU 1 | PAR 5 [STA 3] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:12:18: STR 0 | EIN 2 | BAU 0 | PAR 5 [STA 2] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:09:08: STR 0 | EIN 2 | BAU 0 | PAR 5 [STA 2] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:31:15: STR 0 | EIN 2 | BAU 0 | PAR 4 [STA 2] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:14:23: STR 0 | EIN 2 | BAU 1 | PAR 3 [STA 2] | AUS 2 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:17:43: STR 0 | EIN 2 | BAU 0 | PAR 3 [STA 2] | AUS 2 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:14:33: STR 0 | EIN 2 | BAU 0 | PAR 3 [STA 2] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:14:34: STR 0 | EIN 1 | BAU 1 | PAR 3 [STA 2] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:14:35: STR 0 | EIN 0 | BAU 2 | PAR 3 [STA 2] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:17:54: STR 0 | EIN 0 | BAU 1 | PAR 4 [STA 1] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:17:55: STR 0 | EIN 0 | BAU 0 | PAR 5 [STA 0] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:14:45: STR 0 | EIN 0 | BAU 0 | PAR 5 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:14:46: STR 0 | EIN 0 | BAU 1 | PAR 5 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:14:47: STR 0 | EIN 0 | BAU 2 | PAR 5 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:18:06: STR 0 | EIN 0 | BAU 1 | PAR 5 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:18:07: STR 0 | EIN 0 | BAU 0 | PAR 5 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:27:59: STR 0 | EIN 0 | BAU 0 | PAR 4 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:17:48: STR 0 | EIN 0 | BAU 1 | PAR 3 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:17:49: STR 0 | EIN 0 | BAU 2 | PAR 3 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:17:50: STR 0 | EIN 0 | BAU 3 | PAR 3 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:21:08: STR 0 | EIN 0 | BAU 2 | PAR 3 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:21:09: STR 0 | EIN 0 | BAU 1 | PAR 3 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:21:10: STR 0 | EIN 0 | BAU 0 | PAR 3 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:34:43: STR 0 | EIN 0 | BAU 0 | PAR 2 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:26:18: STR 0 | EIN 0 | BAU 1 | PAR 1 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:26:19: STR 0 | EIN 0 | BAU 2 | PAR 1 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:26:20: STR 0 | EIN 0 | BAU 3 | PAR 1 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:29:38: STR 0 | EIN 0 | BAU 2 | PAR 1 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:29:39: STR 0 | EIN 0 | BAU 1 | PAR 1 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:29:40: STR 0 | EIN 0 | BAU 0 | PAR 1 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:30:17: STR 0 | EIN 0 | BAU 0 | PAR 0 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:30:18: STR 0 | EIN 0 | BAU 1 | PAR 0 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:33:38: STR 0 | EIN 0 | BAU 0 | PAR 0 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:01:02: STR 30 | EIN 0 | BAU 0 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:04:23: STR 29 | EIN 1 | BAU 0 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:04:24: STR 29 | EIN 0 | BAU 1 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:06:10: STR 28 | EIN 1 | BAU 1 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:07:44: STR 28 | EIN 1 | BAU 0 | PAR 1 [STA 29] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:07:45: STR 28 | EIN 0 | BAU 1 | PAR 1 [STA 29] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:11:05: STR 28 | EIN 0 | BAU 0 | PAR 2 [STA 28] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:12:18: STR 27 | EIN 1 | BAU 0 | PAR 2 [STA 28] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:12:19: STR 27 | EIN 0 | BAU 1 | PAR 2 [STA 28] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:14:21: STR 26 | EIN 1 | BAU 1 | PAR 2 [STA 28] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
